season,series,datetime,demand_mw
summer,Scheduled,2024-07-15T10:35:00.000+02:00,33211
summer,Scheduled,2024-07-15T10:40:00.000+02:00,33211
summer,Scheduled,2024-07-15T10:45:00.000+02:00,33033
summer,Scheduled,2024-07-15T10:50:00.000+02:00,33033
summer,Scheduled,2024-07-15T10:55:00.000+02:00,33033
summer,Scheduled,2024-07-15T11:00:00.000+02:00,33173
summer,Scheduled,2024-07-15T11:05:00.000+02:00,33173
summer,Scheduled,2024-07-15T11:10:00.000+02:00,33173
summer,Scheduled,2024-07-15T11:15:00.000+02:00,33153
summer,Scheduled,2024-07-15T11:20:00.000+02:00,33153
summer,Scheduled,2024-07-15T11:25:00.000+02:00,33153
summer,Scheduled,2024-07-15T11:30:00.000+02:00,33253
summer,Scheduled,2024-07-15T11:35:00.000+02:00,33253
summer,Scheduled,2024-07-15T11:40:00.000+02:00,33253
summer,Scheduled,2024-07-15T11:45:00.000+02:00,33173
summer,Scheduled,2024-07-15T11:50:00.000+02:00,33173
summer,Scheduled,2024-07-15T11:55:00.000+02:00,33173
summer,Scheduled,2024-07-15T12:00:00.000+02:00,33572
summer,Scheduled,2024-07-15T12:05:00.000+02:00,33572
summer,Scheduled,2024-07-15T12:10:00.000+02:00,33572
summer,Scheduled,2024-07-15T12:15:00.000+02:00,33662
summer,Scheduled,2024-07-15T12:20:00.000+02:00,33662
summer,Scheduled,2024-07-15T12:25:00.000+02:00,33662
summer,Scheduled,2024-07-15T12:30:00.000+02:00,33668
summer,Scheduled,2024-07-15T12:35:00.000+02:00,33668
summer,Scheduled,2024-07-15T12:40:00.000+02:00,33668
summer,Scheduled,2024-07-15T12:45:00.000+02:00,33971
summer,Scheduled,2024-07-15T12:50:00.000+02:00,33971
summer,Scheduled,2024-07-15T12:55:00.000+02:00,33971
summer,Scheduled,2024-07-15T13:00:00.000+02:00,33985
summer,Scheduled,2024-07-15T13:05:00.000+02:00,33985
summer,Scheduled,2024-07-15T13:10:00.000+02:00,33985
summer,Scheduled,2024-07-15T13:15:00.000+02:00,34177
summer,Scheduled,2024-07-15T13:20:00.000+02:00,34177
summer,Scheduled,2024-07-15T13:25:00.000+02:00,34177
summer,Scheduled,2024-07-15T13:30:00.000+02:00,34466
summer,Scheduled,2024-07-15T13:35:00.000+02:00,34466
summer,Scheduled,2024-07-15T13:40:00.000+02:00,34466
summer,Scheduled,2024-07-15T13:45:00.000+02:00,34692
summer,Scheduled,2024-07-15T13:50:00.000+02:00,34692
summer,Scheduled,2024-07-15T13:55:00.000+02:00,34692
summer,Scheduled,2024-07-15T14:00:00.000+02:00,34602
summer,Scheduled,2024-07-15T14:05:00.000+02:00,34602
summer,Scheduled,2024-07-15T14:10:00.000+02:00,34602
summer,Scheduled,2024-07-15T14:15:00.000+02:00,34482
summer,Scheduled,2024-07-15T14:20:00.000+02:00,34482
summer,Scheduled,2024-07-15T14:25:00.000+02:00,34482
summer,Scheduled,2024-07-15T14:30:00.000+02:00,34325
summer,Scheduled,2024-07-15T14:35:00.000+02:00,34325
summer,Scheduled,2024-07-15T14:40:00.000+02:00,34325
summer,Scheduled,2024-07-15T14:45:00.000+02:00,34312
summer,Scheduled,2024-07-15T14:50:00.000+02:00,34312
summer,Scheduled,2024-07-15T14:55:00.000+02:00,34312
summer,Scheduled,2024-07-15T15:00:00.000+02:00,33774
summer,Scheduled,2024-07-15T15:05:00.000+02:00,33774
summer,Scheduled,2024-07-15T15:10:00.000+02:00,33774
summer,Scheduled,2024-07-15T15:15:00.000+02:00,33369
summer,Scheduled,2024-07-15T15:20:00.000+02:00,33369
summer,Scheduled,2024-07-15T15:25:00.000+02:00,33369
summer,Scheduled,2024-07-15T15:30:00.000+02:00,34065
summer,Scheduled,2024-07-15T15:35:00.000+02:00,34065
summer,Scheduled,2024-07-15T15:40:00.000+02:00,34065
summer,Scheduled,2024-07-15T15:45:00.000+02:00,33665
summer,Scheduled,2024-07-15T15:50:00.000+02:00,33665
summer,Scheduled,2024-07-15T15:55:00.000+02:00,33665
summer,Scheduled,2024-07-15T16:00:00.000+02:00,33677
summer,Scheduled,2024-07-15T16:05:00.000+02:00,33677
summer,Scheduled,2024-07-15T16:10:00.000+02:00,33677
summer,Scheduled,2024-07-15T16:15:00.000+02:00,33777
summer,Scheduled,2024-07-15T16:20:00.000+02:00,33777
summer,Scheduled,2024-07-15T16:25:00.000+02:00,33777
summer,Scheduled,2024-07-15T16:30:00.000+02:00,33810
summer,Scheduled,2024-07-15T16:35:00.000+02:00,33810
summer,Scheduled,2024-07-15T16:40:00.000+02:00,33810
summer,Scheduled,2024-07-15T16:45:00.000+02:00,34087
summer,Scheduled,2024-07-15T16:50:00.000+02:00,34087
summer,Scheduled,2024-07-15T16:55:00.000+02:00,34087
summer,Scheduled,2024-07-15T17:00:00.000+02:00,34262
summer,Scheduled,2024-07-15T17:05:00.000+02:00,34262
summer,Scheduled,2024-07-15T17:10:00.000+02:00,34262
summer,Scheduled,2024-07-15T17:15:00.000+02:00,34238
summer,Scheduled,2024-07-15T17:20:00.000+02:00,34238
summer,Scheduled,2024-07-15T17:25:00.000+02:00,34238
summer,Scheduled,2024-07-15T17:30:00.000+02:00,34365
summer,Scheduled,2024-07-15T17:35:00.000+02:00,34365
summer,Scheduled,2024-07-15T17:40:00.000+02:00,34365
summer,Scheduled,2024-07-15T17:45:00.000+02:00,34588
summer,Scheduled,2024-07-15T17:50:00.000+02:00,34588
summer,Scheduled,2024-07-15T17:55:00.000+02:00,34588
summer,Scheduled,2024-07-15T18:00:00.000+02:00,34584
summer,Scheduled,2024-07-15T18:05:00.000+02:00,34584
summer,Scheduled,2024-07-15T18:10:00.000+02:00,34584
summer,Scheduled,2024-07-15T18:15:00.000+02:00,34715
summer,Scheduled,2024-07-15T18:20:00.000+02:00,34715
summer,Scheduled,2024-07-15T18:25:00.000+02:00,34715
summer,Scheduled,2024-07-15T18:30:00.000+02:00,34896
summer,Scheduled,2024-07-15T18:35:00.000+02:00,34896
summer,Scheduled,2024-07-15T18:40:00.000+02:00,34896
summer,Scheduled,2024-07-15T18:45:00.000+02:00,35097
summer,Scheduled,2024-07-15T18:50:00.000+02:00,35097
summer,Scheduled,2024-07-15T18:55:00.000+02:00,35097
summer,Scheduled,2024-07-15T19:00:00.000+02:00,35252
summer,Scheduled,2024-07-15T19:05:00.000+02:00,35252
summer,Scheduled,2024-07-15T19:10:00.000+02:00,35252
summer,Scheduled,2024-07-15T19:15:00.000+02:00,35353
summer,Scheduled,2024-07-15T19:20:00.000+02:00,35353
summer,Scheduled,2024-07-15T19:25:00.000+02:00,35353
summer,Scheduled,2024-07-15T19:30:00.000+02:00,35563
summer,Scheduled,2024-07-15T19:35:00.000+02:00,35563
summer,Scheduled,2024-07-15T19:40:00.000+02:00,35563
summer,Scheduled,2024-07-15T19:45:00.000+02:00,35663
summer,Scheduled,2024-07-15T19:50:00.000+02:00,35663
summer,Scheduled,2024-07-15T19:55:00.000+02:00,35663
summer,Scheduled,2024-07-15T20:00:00.000+02:00,35789
summer,Scheduled,2024-07-15T20:05:00.000+02:00,35789
summer,Scheduled,2024-07-15T20:10:00.000+02:00,35789
summer,Scheduled,2024-07-15T20:15:00.000+02:00,35589
summer,Scheduled,2024-07-15T20:20:00.000+02:00,35589
summer,Scheduled,2024-07-15T20:25:00.000+02:00,35589
summer,Scheduled,2024-07-15T20:30:00.000+02:00,35599
summer,Scheduled,2024-07-15T20:35:00.000+02:00,35599
summer,Scheduled,2024-07-15T20:40:00.000+02:00,35599
summer,Scheduled,2024-07-15T20:45:00.000+02:00,35899
summer,Scheduled,2024-07-15T20:50:00.000+02:00,35899
summer,Scheduled,2024-07-15T20:55:00.000+02:00,35899
summer,Scheduled,2024-07-15T21:00:00.000+02:00,35807
summer,Scheduled,2024-07-15T21:05:00.000+02:00,35807
summer,Scheduled,2024-07-15T21:10:00.000+02:00,35807
summer,Scheduled,2024-07-15T21:15:00.000+02:00,36511
summer,Scheduled,2024-07-15T21:20:00.000+02:00,36511
summer,Scheduled,2024-07-15T21:25:00.000+02:00,36511
summer,Scheduled,2024-07-15T21:30:00.000+02:00,36282
summer,Scheduled,2024-07-15T21:35:00.000+02:00,36282
summer,Scheduled,2024-07-15T21:40:00.000+02:00,36282
summer,Scheduled,2024-07-15T21:45:00.000+02:00,35418
summer,Scheduled,2024-07-15T21:50:00.000+02:00,35418
summer,Scheduled,2024-07-15T21:55:00.000+02:00,35418
summer,Scheduled,2024-07-15T22:00:00.000+02:00,34681
summer,Scheduled,2024-07-15T22:05:00.000+02:00,34681
summer,Scheduled,2024-07-15T22:10:00.000+02:00,34681
summer,Scheduled,2024-07-15T22:15:00.000+02:00,34564
summer,Scheduled,2024-07-15T22:20:00.000+02:00,34564
summer,Scheduled,2024-07-15T22:25:00.000+02:00,34564
summer,Scheduled,2024-07-15T22:30:00.000+02:00,34335
summer,Scheduled,2024-07-15T22:35:00.000+02:00,34335
summer,Scheduled,2024-07-15T22:40:00.000+02:00,34335
summer,Scheduled,2024-07-15T22:45:00.000+02:00,33937
summer,Scheduled,2024-07-15T22:50:00.000+02:00,33937
summer,Scheduled,2024-07-15T22:55:00.000+02:00,33937
summer,Scheduled,2024-07-15T23:00:00.000+02:00,32732
summer,Scheduled,2024-07-15T23:05:00.000+02:00,32732
summer,Scheduled,2024-07-15T23:10:00.000+02:00,32732
summer,Scheduled,2024-07-15T23:15:00.000+02:00,31932
summer,Scheduled,2024-07-15T23:20:00.000+02:00,31932
summer,Scheduled,2024-07-15T23:25:00.000+02:00,31932
summer,Scheduled,2024-07-15T23:30:00.000+02:00,31433
summer,Scheduled,2024-07-15T23:35:00.000+02:00,31433
summer,Scheduled,2024-07-15T23:40:00.000+02:00,31433
summer,Scheduled,2024-07-15T23:45:00.000+02:00,30753
summer,Scheduled,2024-07-15T23:50:00.000+02:00,30753
summer,Scheduled,2024-07-15T23:55:00.000+02:00,30753
summer,Real,2024-07-15T00:00:00.000+02:00,28412
summer,Real,2024-07-15T00:05:00.000+02:00,28166
summer,Real,2024-07-15T00:10:00.000+02:00,28014
summer,Real,2024-07-15T00:15:00.000+02:00,28033
summer,Real,2024-07-15T00:20:00.000+02:00,28024
summer,Real,2024-07-15T00:25:00.000+02:00,27828
summer,Real,2024-07-15T00:30:00.000+02:00,27716
summer,Real,2024-07-15T00:35:00.000+02:00,27552
summer,Real,2024-07-15T00:40:00.000+02:00,27317
summer,Real,2024-07-15T00:45:00.000+02:00,27067
summer,Real,2024-07-15T00:50:00.000+02:00,26950
summer,Real,2024-07-15T00:55:00.000+02:00,26641
summer,Real,2024-07-15T01:00:00.000+02:00,26484
summer,Real,2024-07-15T01:05:00.000+02:00,26403
summer,Real,2024-07-15T01:10:00.000+02:00,26296
summer,Real,2024-07-15T01:15:00.000+02:00,26162
summer,Real,2024-07-15T01:20:00.000+02:00,26041
summer,Real,2024-07-15T01:25:00.000+02:00,25966
summer,Real,2024-07-15T01:30:00.000+02:00,25737
summer,Real,2024-07-15T01:35:00.000+02:00,25585
summer,Real,2024-07-15T01:40:00.000+02:00,25414
summer,Real,2024-07-15T01:45:00.000+02:00,25347
summer,Real,2024-07-15T01:50:00.000+02:00,25230
summer,Real,2024-07-15T01:55:00.000+02:00,25049
summer,Real,2024-07-15T02:00:00.000+02:00,24881
summer,Real,2024-07-15T02:05:00.000+02:00,24811
summer,Real,2024-07-15T02:10:00.000+02:00,24787
summer,Real,2024-07-15T02:15:00.000+02:00,24819
summer,Real,2024-07-15T02:20:00.000+02:00,24755
summer,Real,2024-07-15T02:25:00.000+02:00,24517
summer,Real,2024-07-15T02:30:00.000+02:00,24450
summer,Real,2024-07-15T02:35:00.000+02:00,24238
summer,Real,2024-07-15T02:40:00.000+02:00,24229
summer,Real,2024-07-15T02:45:00.000+02:00,24063
summer,Real,2024-07-15T02:50:00.000+02:00,24092
summer,Real,2024-07-15T02:55:00.000+02:00,23948
summer,Real,2024-07-15T03:00:00.000+02:00,24036
summer,Real,2024-07-15T03:05:00.000+02:00,24141
summer,Real,2024-07-15T03:10:00.000+02:00,23997
summer,Real,2024-07-15T03:15:00.000+02:00,24030
summer,Real,2024-07-15T03:20:00.000+02:00,23821
summer,Real,2024-07-15T03:25:00.000+02:00,23807
summer,Real,2024-07-15T03:30:00.000+02:00,23714
summer,Real,2024-07-15T03:35:00.000+02:00,23722
summer,Real,2024-07-15T03:40:00.000+02:00,23570
summer,Real,2024-07-15T03:45:00.000+02:00,23490
summer,Real,2024-07-15T03:50:00.000+02:00,23375
summer,Real,2024-07-15T03:55:00.000+02:00,23581
summer,Real,2024-07-15T04:00:00.000+02:00,23613
summer,Real,2024-07-15T04:05:00.000+02:00,23401
summer,Real,2024-07-15T04:10:00.000+02:00,23452
summer,Real,2024-07-15T04:15:00.000+02:00,23684
summer,Real,2024-07-15T04:20:00.000+02:00,23628
summer,Real,2024-07-15T04:25:00.000+02:00,23487
summer,Real,2024-07-15T04:30:00.000+02:00,23446
summer,Real,2024-07-15T04:35:00.000+02:00,23344
summer,Real,2024-07-15T04:40:00.000+02:00,23298
summer,Real,2024-07-15T04:45:00.000+02:00,23439
summer,Real,2024-07-15T04:50:00.000+02:00,23471
summer,Real,2024-07-15T04:55:00.000+02:00,23671
summer,Real,2024-07-15T05:00:00.000+02:00,23530
summer,Real,2024-07-15T05:05:00.000+02:00,23788
summer,Real,2024-07-15T05:10:00.000+02:00,23772
summer,Real,2024-07-15T05:15:00.000+02:00,23957
summer,Real,2024-07-15T05:20:00.000+02:00,23903
summer,Real,2024-07-15T05:25:00.000+02:00,23867
summer,Real,2024-07-15T05:30:00.000+02:00,23728
summer,Real,2024-07-15T05:35:00.000+02:00,23997
summer,Real,2024-07-15T05:40:00.000+02:00,24138
summer,Real,2024-07-15T05:45:00.000+02:00,24179
summer,Real,2024-07-15T05:50:00.000+02:00,24437
summer,Real,2024-07-15T05:55:00.000+02:00,24742
summer,Real,2024-07-15T06:00:00.000+02:00,24892
summer,Real,2024-07-15T06:05:00.000+02:00,25639
summer,Real,2024-07-15T06:10:00.000+02:00,26168
summer,Real,2024-07-15T06:15:00.000+02:00,26331
summer,Real,2024-07-15T06:20:00.000+02:00,26381
summer,Real,2024-07-15T06:25:00.000+02:00,26661
summer,Real,2024-07-15T06:30:00.000+02:00,26766
summer,Real,2024-07-15T06:35:00.000+02:00,27051
summer,Real,2024-07-15T06:40:00.000+02:00,27222
summer,Real,2024-07-15T06:45:00.000+02:00,27313
summer,Real,2024-07-15T06:50:00.000+02:00,27334
summer,Real,2024-07-15T06:55:00.000+02:00,27521
summer,Real,2024-07-15T07:00:00.000+02:00,27726
summer,Real,2024-07-15T07:05:00.000+02:00,28318
summer,Real,2024-07-15T07:10:00.000+02:00,28587
summer,Real,2024-07-15T07:15:00.000+02:00,28833
summer,Real,2024-07-15T07:20:00.000+02:00,29009
summer,Real,2024-07-15T07:25:00.000+02:00,29213
summer,Real,2024-07-15T07:30:00.000+02:00,29154
summer,Real,2024-07-15T07:35:00.000+02:00,29539
summer,Real,2024-07-15T07:40:00.000+02:00,29590
summer,Real,2024-07-15T07:45:00.000+02:00,29733
summer,Real,2024-07-15T07:50:00.000+02:00,29920
summer,Real,2024-07-15T07:55:00.000+02:00,30058
summer,Real,2024-07-15T08:00:00.000+02:00,30085
summer,Real,2024-07-15T08:05:00.000+02:00,30293
summer,Real,2024-07-15T08:10:00.000+02:00,30525
summer,Real,2024-07-15T08:15:00.000+02:00,30814
summer,Real,2024-07-15T08:20:00.000+02:00,30760
summer,Real,2024-07-15T08:25:00.000+02:00,31082
summer,Real,2024-07-15T08:30:00.000+02:00,31151
summer,Real,2024-07-15T08:35:00.000+02:00,31366
summer,Real,2024-07-15T08:40:00.000+02:00,31478
summer,Real,2024-07-15T08:45:00.000+02:00,31427
summer,Real,2024-07-15T08:50:00.000+02:00,31355
summer,Real,2024-07-15T08:55:00.000+02:00,31455
summer,Real,2024-07-15T09:00:00.000+02:00,31524
summer,Real,2024-07-15T09:05:00.000+02:00,31728
summer,Real,2024-07-15T09:10:00.000+02:00,31957
summer,Real,2024-07-15T09:15:00.000+02:00,32121
summer,Real,2024-07-15T09:20:00.000+02:00,32203
summer,Real,2024-07-15T09:25:00.000+02:00,32365
summer,Real,2024-07-15T09:30:00.000+02:00,32193
summer,Real,2024-07-15T09:35:00.000+02:00,32234
summer,Real,2024-07-15T09:40:00.000+02:00,32429
summer,Real,2024-07-15T09:45:00.000+02:00,32516
summer,Real,2024-07-15T09:50:00.000+02:00,32625
summer,Real,2024-07-15T09:55:00.000+02:00,32702
summer,Real,2024-07-15T10:00:00.000+02:00,32912
summer,Real,2024-07-15T10:05:00.000+02:00,32897
summer,Real,2024-07-15T10:10:00.000+02:00,33039
summer,Real,2024-07-15T10:15:00.000+02:00,33084
summer,Real,2024-07-15T10:20:00.000+02:00,33006
summer,Real,2024-07-15T10:25:00.000+02:00,33025
summer,Real,2024-07-15T10:30:00.000+02:00,33218
summer,Real,2024-07-15T10:35:00.000+02:00,32990
summer,Real,2024-07-15T10:40:00.000+02:00,33056
summer,Real,2024-07-15T10:45:00.000+02:00,33172
summer,Real,2024-07-15T10:50:00.000+02:00,33298
summer,Real,2024-07-15T10:55:00.000+02:00,33311
summer,Real,2024-07-15T11:00:00.000+02:00,33463
summer,Real,2024-07-15T11:05:00.000+02:00,33334
summer,Real,2024-07-15T11:10:00.000+02:00,33324
summer,Real,2024-07-15T11:15:00.000+02:00,33367
summer,Real,2024-07-15T11:20:00.000+02:00,33425
summer,Real,2024-07-15T11:25:00.000+02:00,33391
summer,Real,2024-07-15T11:30:00.000+02:00,33485
summer,Real,2024-07-15T11:35:00.000+02:00,33425
summer,Real,2024-07-15T11:40:00.000+02:00,33566
summer,Real,2024-07-15T11:45:00.000+02:00,33467
summer,Real,2024-07-15T11:50:00.000+02:00,33638
summer,Real,2024-07-15T11:55:00.000+02:00,33636
summer,Real,2024-07-15T12:00:00.000+02:00,33616
summer,Real,2024-07-15T12:05:00.000+02:00,33551
summer,Real,2024-07-15T12:10:00.000+02:00,33824
summer,Real,2024-07-15T12:15:00.000+02:00,33821
summer,Real,2024-07-15T12:20:00.000+02:00,33884
summer,Real,2024-07-15T12:25:00.000+02:00,33806
summer,Real,2024-07-15T12:30:00.000+02:00,33791
summer,Real,2024-07-15T12:35:00.000+02:00,33848
summer,Real,2024-07-15T12:40:00.000+02:00,33990
summer,Real,2024-07-15T12:45:00.000+02:00,34182
summer,Real,2024-07-15T12:50:00.000+02:00,34150
summer,Real,2024-07-15T12:55:00.000+02:00,34274
summer,Real,2024-07-15T13:00:00.000+02:00,34100
summer,Real,2024-07-15T13:05:00.000+02:00,34151
summer,Real,2024-07-15T13:10:00.000+02:00,34210
summer,Real,2024-07-15T13:15:00.000+02:00,34377
summer,Real,2024-07-15T13:20:00.000+02:00,34346
summer,Real,2024-07-15T13:25:00.000+02:00,34381
summer,Real,2024-07-15T13:30:00.000+02:00,34586
summer,Real,2024-07-15T13:35:00.000+02:00,34442
summer,Real,2024-07-15T13:40:00.000+02:00,34419
summer,Real,2024-07-15T13:45:00.000+02:00,34429
summer,Real,2024-07-15T13:50:00.000+02:00,34418
summer,Real,2024-07-15T13:55:00.000+02:00,34511
summer,Real,2024-07-15T14:00:00.000+02:00,34419
summer,Real,2024-07-15T14:05:00.000+02:00,34598
summer,Real,2024-07-15T14:10:00.000+02:00,34696
summer,Real,2024-07-15T14:15:00.000+02:00,34493
summer,Real,2024-07-15T14:20:00.000+02:00,34613
summer,Real,2024-07-15T14:25:00.000+02:00,34631
summer,Real,2024-07-15T14:30:00.000+02:00,34504
summer,Real,2024-07-15T14:35:00.000+02:00,34465
summer,Real,2024-07-15T14:40:00.000+02:00,34580
summer,Real,2024-07-15T14:45:00.000+02:00,34469
summer,Real,2024-07-15T14:50:00.000+02:00,34533
summer,Real,2024-07-15T14:55:00.000+02:00,34420
summer,Real,2024-07-15T15:00:00.000+02:00,34124
summer,Real,2024-07-15T15:05:00.000+02:00,34174
summer,Real,2024-07-15T15:10:00.000+02:00,34225
summer,Real,2024-07-15T15:15:00.000+02:00,34318
summer,Real,2024-07-15T15:20:00.000+02:00,34196
summer,Real,2024-07-15T15:25:00.000+02:00,33932
summer,Real,2024-07-15T15:30:00.000+02:00,34073
summer,Real,2024-07-15T15:35:00.000+02:00,33838
summer,Real,2024-07-15T15:40:00.000+02:00,33835
summer,Real,2024-07-15T15:45:00.000+02:00,34009
summer,Real,2024-07-15T15:50:00.000+02:00,33820
summer,Real,2024-07-15T15:55:00.000+02:00,33861
summer,Real,2024-07-15T16:00:00.000+02:00,33746
summer,Real,2024-07-15T16:05:00.000+02:00,33846
summer,Real,2024-07-15T16:10:00.000+02:00,33866
summer,Real,2024-07-15T16:15:00.000+02:00,33894
summer,Real,2024-07-15T16:20:00.000+02:00,33960
summer,Real,2024-07-15T16:25:00.000+02:00,33886
summer,Real,2024-07-15T16:30:00.000+02:00,33940
summer,Real,2024-07-15T16:35:00.000+02:00,33986
summer,Real,2024-07-15T16:40:00.000+02:00,34059
summer,Real,2024-07-15T16:45:00.000+02:00,33986
summer,Real,2024-07-15T16:50:00.000+02:00,34060
summer,Real,2024-07-15T16:55:00.000+02:00,34142
summer,Real,2024-07-15T17:00:00.000+02:00,34119
summer,Real,2024-07-15T17:05:00.000+02:00,34084
summer,Real,2024-07-15T17:10:00.000+02:00,34229
summer,Real,2024-07-15T17:15:00.000+02:00,34193
summer,Real,2024-07-15T17:20:00.000+02:00,34142
summer,Real,2024-07-15T17:25:00.000+02:00,34270
summer,Real,2024-07-15T17:30:00.000+02:00,34266
summer,Real,2024-07-15T17:35:00.000+02:00,34255
summer,Real,2024-07-15T17:40:00.000+02:00,34475
summer,Real,2024-07-15T17:45:00.000+02:00,34371
summer,Real,2024-07-15T17:50:00.000+02:00,34325
summer,Real,2024-07-15T17:55:00.000+02:00,34591
summer,Real,2024-07-15T18:00:00.000+02:00,34556
summer,Real,2024-07-15T18:05:00.000+02:00,34520
summer,Real,2024-07-15T18:10:00.000+02:00,34532
summer,Real,2024-07-15T18:15:00.000+02:00,34430
summer,Real,2024-07-15T18:20:00.000+02:00,34584
summer,Real,2024-07-15T18:25:00.000+02:00,34341
summer,Real,2024-07-15T18:30:00.000+02:00,34717
summer,Real,2024-07-15T18:35:00.000+02:00,34724
summer,Real,2024-07-15T18:40:00.000+02:00,34709
summer,Real,2024-07-15T18:45:00.000+02:00,34644
summer,Real,2024-07-15T18:50:00.000+02:00,34764
summer,Real,2024-07-15T18:55:00.000+02:00,34908
summer,Real,2024-07-15T19:00:00.000+02:00,34484
summer,Real,2024-07-15T19:05:00.000+02:00,35155
summer,Real,2024-07-15T19:10:00.000+02:00,34973
summer,Real,2024-07-15T19:15:00.000+02:00,35056
summer,Real,2024-07-15T19:20:00.000+02:00,35183
summer,Real,2024-07-15T19:25:00.000+02:00,35106
summer,Real,2024-07-15T19:30:00.000+02:00,35140
summer,Real,2024-07-15T19:35:00.000+02:00,35312
summer,Real,2024-07-15T19:40:00.000+02:00,35356
summer,Real,2024-07-15T19:45:00.000+02:00,35351
summer,Real,2024-07-15T19:50:00.000+02:00,35599
summer,Real,2024-07-15T19:55:00.000+02:00,35535
summer,Real,2024-07-15T20:00:00.000+02:00,35415
summer,Real,2024-07-15T20:05:00.000+02:00,35618
summer,Real,2024-07-15T20:10:00.000+02:00,35572
summer,Real,2024-07-15T20:15:00.000+02:00,35430
summer,Real,2024-07-15T20:20:00.000+02:00,35395
summer,Real,2024-07-15T20:25:00.000+02:00,35471
summer,Real,2024-07-15T20:30:00.000+02:00,35536
summer,Real,2024-07-15T20:35:00.000+02:00,35521
summer,Real,2024-07-15T20:40:00.000+02:00,35601
summer,Real,2024-07-15T20:45:00.000+02:00,35427
summer,Real,2024-07-15T20:50:00.000+02:00,35590
summer,Real,2024-07-15T20:55:00.000+02:00,35647
summer,Real,2024-07-15T21:00:00.000+02:00,35346
summer,Real,2024-07-15T21:05:00.000+02:00,35498
summer,Real,2024-07-15T21:10:00.000+02:00,35294
summer,Real,2024-07-15T21:15:00.000+02:00,35486
summer,Real,2024-07-15T21:20:00.000+02:00,35651
summer,Real,2024-07-15T21:25:00.000+02:00,35684
summer,Real,2024-07-15T21:30:00.000+02:00,35628
summer,Real,2024-07-15T21:35:00.000+02:00,35414
summer,Real,2024-07-15T21:40:00.000+02:00,35403
summer,Real,2024-07-15T21:45:00.000+02:00,35523
summer,Real,2024-07-15T21:50:00.000+02:00,35474
summer,Real,2024-07-15T21:55:00.000+02:00,35285
summer,Real,2024-07-15T22:00:00.000+02:00,35256
summer,Real,2024-07-15T22:05:00.000+02:00,34969
summer,Real,2024-07-15T22:10:00.000+02:00,34946
summer,Real,2024-07-15T22:15:00.000+02:00,35110
summer,Real,2024-07-15T22:20:00.000+02:00,34922
summer,Real,2024-07-15T22:25:00.000+02:00,34716
summer,Real,2024-07-15T22:30:00.000+02:00,34498
summer,Real,2024-07-15T22:35:00.000+02:00,34331
summer,Real,2024-07-15T22:40:00.000+02:00,34228
summer,Real,2024-07-15T22:45:00.000+02:00,33994
summer,Real,2024-07-15T22:50:00.000+02:00,33732
summer,Real,2024-07-15T22:55:00.000+02:00,33238
summer,Real,2024-07-15T23:00:00.000+02:00,33178
summer,Real,2024-07-15T23:05:00.000+02:00,32847
summer,Real,2024-07-15T23:10:00.000+02:00,32520
summer,Real,2024-07-15T23:15:00.000+02:00,32268
summer,Real,2024-07-15T23:20:00.000+02:00,32094
summer,Real,2024-07-15T23:25:00.000+02:00,31914
summer,Real,2024-07-15T23:30:00.000+02:00,31691
summer,Real,2024-07-15T23:35:00.000+02:00,31328
summer,Real,2024-07-15T23:40:00.000+02:00,31177
summer,Real,2024-07-15T23:45:00.000+02:00,30983
summer,Real,2024-07-15T23:50:00.000+02:00,30781
